Audio File,Transcription (Uppercase),Transcription (List of Words)
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5632_English.wav, YOU SEE NOW THE ORANG WATAN CHANGED AND LIFTED ANOTHER,"['YOU', 'SEE', 'NOW', 'THE', 'ORANG', 'WATAN', 'CHANGED', 'AND', 'LIFTED', 'ANOTHER']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5633_English.wav, WANT A NEW CHANGE IN THAT.,"['WANT', 'A', 'NEW', 'CHANGE', 'IN', 'THAT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5634_English.wav, ICH BIN LIEB.,"['ICH', 'BIN', 'LIEB.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5635_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5636_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5637_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5638_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5639_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5640_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5641_English.wav, TU MAMÁ ME VA A IR,"['TU', 'MAMÁ', 'ME', 'VA', 'A', 'IR']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5642_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5643_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5644_English.wav, POINT OF THE LEAF LEAF,"['POINT', 'OF', 'THE', 'LEAF', 'LEAF']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5646_English.wav, BOOO EEEEE,"['BOOO', 'EEEEE']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5647_English.wav, SANGAT BAGUS.,"['SANGAT', 'BAGUS.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5649_English.wav," THE ORANGUTAN IS HAPPY, RIGHT?","['THE', 'ORANGUTAN', 'IS', 'HAPPY,', 'RIGHT?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5650_English.wav, BYE-BYE.,['BYE-BYE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5651_English.wav, I DON'T KNOW.,"['I', ""DON'T"", 'KNOW.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5653_English.wav, SEE,['SEE']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5654_English.wav, DIA GEMBIRA BAHAWA DAUN MENUTUPI DIA DARIPADA HUJAN.,"['DIA', 'GEMBIRA', 'BAHAWA', 'DAUN', 'MENUTUPI', 'DIA', 'DARIPADA', 'HUJAN.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5655_English.wav, SEE YOU NEXT.,"['SEE', 'YOU', 'NEXT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5656_English.wav, NICK.,['NICK.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5657_English.wav, MM-HMM.,['MM-HMM.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5659_English.wav, SOUS-TITRAGE SOCIÉTÉ RADIO-CANADA,"['SOUS-TITRAGE', 'SOCIÉTÉ', 'RADIO-CANADA']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5661_English.wav, THE CUPS,"['THE', 'CUPS']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5662_English.wav,ありがとうございました,['ありがとうございました']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5663_English.wav, I'M SCARED. I'M SCARED OR NOT.,"[""I'M"", 'SCARED.', ""I'M"", 'SCARED', 'OR', 'NOT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5664_English.wav, CIAO MAMMA.,"['CIAO', 'MAMMA.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5665_English.wav, IT,['IT']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5667_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5668_English.wav, OH THAT SCARED,"['OH', 'THAT', 'SCARED']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5669_English.wav, AND THEN IT'S ALL BOOM.,"['AND', 'THEN', ""IT'S"", 'ALL', 'BOOM.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5670_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5671_English.wav, YES.,['YES.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5672_English.wav, YOU SEE THE ORATA RUNNING AWAY.,"['YOU', 'SEE', 'THE', 'ORATA', 'RUNNING', 'AWAY.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5673_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5674_English.wav, THANKS.,['THANKS.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5675_English.wav, AWAY AND THEN WHAT HAPPENED,"['AWAY', 'AND', 'THEN', 'WHAT', 'HAPPENED']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5676_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5677_English.wav, GRACIAS.,['GRACIAS.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5679_English.wav, I FOUND SOMETHING PINK.,"['I', 'FOUND', 'SOMETHING', 'PINK.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5680_English.wav, IT LOOKS LIKE MUSHROOM,"['IT', 'LOOKS', 'LIKE', 'MUSHROOM']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5681_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5682_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5683_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5684_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5685_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5687_English.wav, DIA BERSEMBUNYI DI BAWAH PENJARA PUTIH INI.,"['DIA', 'BERSEMBUNYI', 'DI', 'BAWAH', 'PENJARA', 'PUTIH', 'INI.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5688_English.wav, ONE,['ONE']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5689_English.wav, TCHAU.,['TCHAU.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5690_English.wav, MY GRANDPA IS TOO SCARED.,"['MY', 'GRANDPA', 'IS', 'TOO', 'SCARED.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5691_English.wav, SKIN,['SKIN']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5692_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5693_English.wav, ПРОДОЛЖЕНИЕ СЛЕДУЕТ...,"['ПРОДОЛЖЕНИЕ', 'СЛЕДУЕТ...']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5695_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5696_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5697_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5698_English.wav, IT ACTUALLY IS A FLAMINGO. YOU SEE?,"['IT', 'ACTUALLY', 'IS', 'A', 'FLAMINGO.', 'YOU', 'SEE?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5699_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5700_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5701_English.wav, ME.,['ME.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5702_English.wav,え?,['え?']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5703_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5704_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5705_English.wav, I'LL SEE YOU NEXT TIME.,"[""I'LL"", 'SEE', 'YOU', 'NEXT', 'TIME.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5706_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5707_English.wav, BUT,['BUT']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5708_English.wav, BINGO IS A BIRD.,"['BINGO', 'IS', 'A', 'BIRD.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5709_English.wav, SEE?,['SEE?']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5710_English.wav, WORKSHOP.,['WORKSHOP.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5711_Mandarin.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5712_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5713_Mandarin.wav, THE RING,"['THE', 'RING']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5714_English.wav, IN.,['IN.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5715_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5716_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5717_English.wav, RAN AWAY AGAIN.,"['RAN', 'AWAY', 'AGAIN.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5718_English.wav, ARE YOU READY?,"['ARE', 'YOU', 'READY?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5719_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5720_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5721_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5722_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5723_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5724_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5725_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5726_English.wav, OUT THERE,"['OUT', 'THERE']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5727_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5728_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5729_English.wav, VERY GOOD. IT'S RUNNING.,"['VERY', 'GOOD.', ""IT'S"", 'RUNNING.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5730_English.wav, TOWARDS THIS GREY SHELTER.,"['TOWARDS', 'THIS', 'GREY', 'SHELTER.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5732_English.wav, JADU ORANGUTAN,"['JADU', 'ORANGUTAN']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5733_English.wav, IS THE OTHER ONE.,"['IS', 'THE', 'OTHER', 'ONE.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5734_English.wav, ВОТ ЭТО ДЮСЕНА.,"['ВОТ', 'ЭТО', 'ДЮСЕНА.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5735_English.wav, WHERE'S MY MOP?,"[""WHERE'S"", 'MY', 'MOP?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5736_English.wav, WITH THAT.,"['WITH', 'THAT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5737_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5738_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5739_English.wav, НЕ ВСЕ.,"['НЕ', 'ВСЕ.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5740_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5741_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5743_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5744_English.wav, THAT'S IT.,"[""THAT'S"", 'IT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5747_English.wav, ORANG UTANG.,"['ORANG', 'UTANG.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5748_English.wav, DIA SEMBUNYI DI BAWAH ELEFANT,"['DIA', 'SEMBUNYI', 'DI', 'BAWAH', 'ELEFANT']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5749_English.wav, I GOT SCARED AGAIN. VERY SCARED.,"['I', 'GOT', 'SCARED', 'AGAIN.', 'VERY', 'SCARED.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5750_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5751_English.wav, SO THAT ARANDA RAN AWAY.,"['SO', 'THAT', 'ARANDA', 'RAN', 'AWAY.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5752_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5753_English.wav, THEN WHAT HAPPENED?,"['THEN', 'WHAT', 'HAPPENED?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5754_English.wav, FOUND THE MUMMY. WHERE'S MUMMY?,"['FOUND', 'THE', 'MUMMY.', ""WHERE'S"", 'MUMMY?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5755_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5756_English.wav, WHERE'S MOMMY?,"[""WHERE'S"", 'MOMMY?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5757_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5758_English.wav, AMÉN.,['AMÉN.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5759_English.wav," OKAY, SO THE MUMMY","['OKAY,', 'SO', 'THE', 'MUMMY']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5760_English.wav, CARRY THE ORAL O-BAN AND TOOK THE LEAF AND COVER THE HEAD WITH,"['CARRY', 'THE', 'ORAL', 'O-BAN', 'AND', 'TOOK', 'THE', 'LEAF', 'AND', 'COVER', 'THE', 'HEAD', 'WITH']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5761_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5762_English.wav, THERE'S A LEAF,"[""THERE'S"", 'A', 'LEAF']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5764_English.wav, ME THE LEAF,"['ME', 'THE', 'LEAF']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5766_English.wav, BYE.,['BYE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5767_English.wav, YEAH.,['YEAH.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5768_English.wav, VERY GOOD. SO COVER. SO NO MORE RAIN.,"['VERY', 'GOOD.', 'SO', 'COVER.', 'SO', 'NO', 'MORE', 'RAIN.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5769_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5771_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5772_English.wav, AND THE SUN IS OUT,"['AND', 'THE', 'SUN', 'IS', 'OUT']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5773_English.wav, WHAT HAPPENED?,"['WHAT', 'HAPPENED?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5775_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5776_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5777_English.wav, YOU SEE THAT SIGN?,"['YOU', 'SEE', 'THAT', 'SIGN?']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5778_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5779_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5780_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5781_English.wav, HOT THAN THAT,"['HOT', 'THAN', 'THAT']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5782_English.wav, HUH?,['HUH?']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5783_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5784_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5785_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5788_English.wav, СПАСИБО.,['СПАСИБО.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5789_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5790_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5791_English.wav," WHOA, FINISH.","['WHOA,', 'FINISH.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5792_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5793_English.wav, PEACE.,['PEACE.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5794_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5796_English.wav, I WISH THAT.,"['I', 'WISH', 'THAT.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5797_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5800_English.wav, VOTAR.,['VOTAR.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5801_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5802_English.wav, HOLDING ON THE PENCIL.,"['HOLDING', 'ON', 'THE', 'PENCIL.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5803_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5804_English.wav, MENTAL.,['MENTAL.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5805_English.wav, WOW.,['WOW.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5806_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5807_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5808_English.wav, OKAY.,['OKAY.']
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5809_English.wav,,[]
TTS_P32758TT_VCST_ECxxx_02_AO_13100625_v001_R004_CRR_MERLIon-CCS_segment_5810_English.wav, THANK YOU.,"['THANK', 'YOU.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5811_English.wav," OKAY, YOU CAN START.","['OKAY,', 'YOU', 'CAN', 'START.']"
TTS_P32758TT_VCST_ECxxx_03_AO_16434367_v001_R004_CRR_MERLIon-CCS_segment_5813_English.wav, OKAY.,['OKAY.']
