file_name,Transcription Zipformer,Transcription whisper
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7117_English.wav,,这 个 ONLY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7118_English.wav,,嗯 你 再 看 一 下
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7119_English.wav,,好 可 以
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7120_English.wav,GRACIAS,选 B 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7121_English.wav,,我 用
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7122_English.wav,THANK YOU,对 没 有 L E 加 E
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7125_English.wav,YES ORANGE,YES ORANGE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7126_English.wav,THEN SAY OKAY YOU PLAY FOR MOMMY,THEY SAY OK PEOPLE BY ME
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7127_English.wav,,THE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7130_English.wav,OKAY LETS RETURN WE THROW AWAY THE OH ITS NO MORE FINISH ALREADY,哦 等 一 下 LETS 等 于 TRUE REASON OF ITS NORMAL 最 近 学 了 一 个 星 期
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7131_English.wav,FAMILY ФУФУ,YES HE SEE ARE WE FOUR
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7132_English.wav,YES OR NO,LISTENER
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7133_English.wav,ARE WE COOL,啥 意 思
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7134_English.wav,ITS GONNA BE FUN,HE IS REMINDFORD
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7135_English.wav,SIX FOUR FOUR,谁 复 复
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7136_English.wav,THIS WAS IT COME ON COME ON,IF 首 先 你 这 个 看 到 了 地 王 都 这 个 这 边 就 是 看 到 了
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7137_English.wav,THE DISAPPEARERS,这 DISPARITY O O N D
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7138_English.wav,,CHRISTIAN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7140_English.wav,WAIT,哎
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7141_English.wav,MR,MUSTACHE TO
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7142_English.wav,OH,嗯 嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7143_English.wav,SAYA RASA DIA ADA DI DALAM DI DALAM BUKU CERITA,HERE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7144_English.wav,SHALL WE FLIP THE BOOK,SHALL WE SEND THE BOOK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7145_English.wav,OH NO,然 后 呢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7146_English.wav,OKAY,SOMETHING OK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7148_English.wav,OKAY,O K 啊
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7149_English.wav,いっちゃったんいっちゃったん,笔 记 本 笔 记 本
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7150_English.wav,NEXT,没
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7151_English.wav,Y SE ME,一 三 类
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7152_English.wav,I SAY THANKS FOR DOING THIS,啊 现 在 是 我 的
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7153_English.wav,OKAY,OK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7154_English.wav,GRACIAS,休 息 一 下
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7155_English.wav,THANK YOU,好 的
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7156_English.wav,,JAPAN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7157_English.wav,,PLEASE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7158_English.wav,,已 经
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7159_English.wav,GRACIAS,仔 细 心 给
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7160_English.wav,OH,GO
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7163_English.wav,SEE SOMETHING ON YOUR HAND,SIT SOMETHING ON YOUR HEAD
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7164_English.wav,WASNT ALWAYS,我 算 了 我 给 你
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7167_English.wav,SÍ,行
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7168_English.wav,,他 笑 点
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7169_English.wav,GRACIAS,啊
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7171_English.wav,OKAY NO NO NO NO OKAY,OK OK OK OK
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7172_English.wav,WHAT ARE YOU DOING,这 地 方 要 记 住
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7174_English.wav,GRACIAS,我 想 调 一 个 星
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7177_English.wav,OH MIMI,哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7180_Mandarin.wav,YOU CANT SAY THAT,啥 事 对 吧
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7181_English.wav,É ISSO AÍ MENINAS,DOES HE MEAN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7182_English.wav,IS IT REALLY,你 就 是 你
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7183_English.wav,IS IT REALLY,仔 细
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7184_English.wav,BYE,哈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7185_English.wav,,RING
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7186_English.wav,,然 后
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7187_English.wav,THANK YOU,哈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7188_English.wav,WELL IVE BEEN TO VERMONT,你 把 它 分 子 要 买
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7189_English.wav,ONE PIECE KEEP IT ON THE GROUND,我 可 以 写 第 二 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7190_English.wav,,GOING TO SEE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7191_English.wav,FOR ME,心 内
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7192_English.wav,ISNT IT,你 先 进 哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7195_English.wav,BYE,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7196_English.wav,ASÍ QUE,把 SIT 念
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7197_English.wav,,你 现 在 笔 记 清 楚 没 听
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7198_English.wav,UH OH,哦 哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7199_English.wav,HEY,诶
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7200_English.wav,YOU,哼
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7201_English.wav,SOMETHINGS HAPPENING OH OH RAINING RAINING,选 D ORANGE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7202_English.wav,WELCOME TO THE MONKEY,这 个 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7203_English.wav,NO A VER A VER LA CUAL ME MANTIENE,NO I WILL MAKE UP A LOT OF THE MOUNTAINS
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7204_English.wav,ITU ADALAH,这 个 很 不 应 该 忘 了 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7205_English.wav,KANSI NI ABUELA,WITH ANY UMBRELLA
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7207_English.wav,VES DE MI ANDREA,外 界 面 对 外 线
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7208_English.wav,NO NIÑA ABRE LAS,NO NEED UMBRELLA
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7209_English.wav,THANK YOU,TEEN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7210_English.wav,YEAH IM REALLY,你 看 UMBRELLA
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7211_English.wav,YES IM DOING SIMILAR MANTIS,你 昂 贵 了 嗯 新 版 的 忙 碱
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7212_English.wav,MAN HE TAKE THE LEAD ME ME ALSO TAKE THE LEAD,MONEY 北 的 LILY 没 有 这 北 个 LI
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7213_English.wav,THANK YOU,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7214_English.wav,,啊 考 过
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7216_English.wav,OH YOU NEVER COVER EASY,哦 应 该 都 卡 了 一 Z
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7217_English.wav,AÑADIR,哦 你 还
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7219_English.wav,VÌ NHỮNG CÁI À COVER,我 们 一 定 要 表 演 啊 卡 呼
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7221_English.wav,,总 结 没 错 还 有
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7223_English.wav,REALLY VERY HEAVY,VENEZARIN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7224_English.wav,OH NO NEXT,哦 NO MADE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7225_English.wav,OH NO ANYBODY HATE ME OH NO,嗯 那 我 给 你 嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7226_English.wav,,哈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7227_English.wav,WHAT HAPPENED,
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7228_English.wav,E AÍ,等 于
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7229_English.wav,ITS TOO HEAVY,IS DO HE ME
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7230_English.wav,YOU KNOW,天 呐
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7231_English.wav,OH,喂
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7232_English.wav,ITS TOO HEAVY,ITS TOO HEAVY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7233_English.wav,SHALL WE CHANGE,SHALL WE TEACH
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7235_English.wav,THE MONKEY SAYS TOO HEAVY OKAY HOW NICE THEY GO,THE MONKIS TOO HEAVYOK YESTERDAY THE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7237_English.wav,THANK YOU,对 正 确
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7239_English.wav,,那 B D 是
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7240_English.wav,THANK YOU,
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7241_English.wav,감사합니다,看 不
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7242_English.wav,VALE,能 力
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7243_English.wav,THANK YOU,记
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7244_English.wav,,还 不 清 那 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7245_English.wav,SEND OUT A MONKEY COME ON COME ON,现 在 的 忘 记 啊 他 们 还 有 他 们
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7247_English.wav,OH NO OH NO OH NO,我 还 给 你 说 一 鸟
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7249_English.wav,,那 个 RAIN 那 RAIN
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7250_English.wav,OH NO ITS TOO VERY HEAVY,OH NO WE STILL VERY HEAVY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7251_English.wav,ARE YOU WET,ARE YOU READ
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7253_English.wav,CLACTONIC,父 母
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7254_English.wav,OKAY NEXT SCENE,呃 举 例 首 先
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7255_English.wav,THANK YOU,恰 恰
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7257_English.wav,SHES SO HAPPY TO THE MONKEY,我 听 听 说 呃 MONKEY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7258_English.wav,OH NO THE MONKEY IS OVER MONKEY SAID I DONT WANT I DONT WANT THIS,OH NO MONKEY IS ALL RED MONKEYSI DONT WANT I DONT WANT DIS
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7259_English.wav,I DONT KNOW WHAT YOURE DOING,不 能 吃 AWAY 我 们 自 己 得 问
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7260_English.wav,SHALL WE FIND ANOTHER ONE,什 么 意 思 啊 ANOTHER
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7262_English.wav,,咱 们 DIFFICULT 吗 它 们 发 一 拉 的
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7263_English.wav,LETS FIND ANOTHER ONE TO COVER,那 差 点 那 就 问 你 考 不 清
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7264_English.wav,LETS FIND OUT WELL FIND ANOTHER ONE,LETS FINE
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7265_English.wav,小さいなど,嗯 第 三 个 就
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7266_English.wav,,哦 哦 哦 哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7267_English.wav,MERCI,你 那 边 写 信 是 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7268_English.wav,SO WE CAN,求 一 遍
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7269_English.wav,DICEN QUE YA VAN A,嗯 你 可 以 代 表 为 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7270_English.wav,,喂
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7271_English.wav,,你 看 会 给 我 放 学
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7272_English.wav,,哎 你 背 上 吧 我 们 就
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7273_English.wav,ME,NAME
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7274_English.wav,UHOH,哦 嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7275_English.wav,LIGHTNING,LYING
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7278_English.wav,ES QUE ES QUE,嗯 对
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7280_English.wav,,嗯 咱 们 继 续
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7281_English.wav,LET ME LET ME LET ME,WENT AWAY THEN THE WAY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7282_English.wav,,你 在 下 面
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7283_English.wav,THIS IS,第 四 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7284_English.wav,,嗯
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7286_English.wav,,来 来 慢 慢 慢 慢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7287_English.wav,,分 析
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7288_English.wav,THANK YOU,可 以 自 己
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7289_English.wav,,那 来
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7293_English.wav,SÍ SÍ SÍ LO QUIERO MANTENER LO QUIERO MANTENER,喂 能 听 得 懂
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7294_English.wav,IM SCARED,ON TODAY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7295_English.wav,I STILL LOVE YOU,哈
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7298_English.wav,OKAY,哎
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7300_English.wav,OKAY THEN IM GOING TO GO,给 我 写 一 遍 地 方 没 有
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7301_English.wav,SEE WHERE DID THE MONKEY GO,SEE WE DID WE DID LUCKY GIRL
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7302_English.wav,ALL RIGHT,然 后 呢
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7303_English.wav,SEE WHAT HAPPENED TO THE MONKEY,其 它 范 围 了 吗
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7305_English.wav,SÍ SÍ SÍ,嘻 嘻 呜
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7306_English.wav,SIGE HINDI NAMANG IKO,C C 理 解 吗 第 一 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7307_English.wav,GRACIAS,信 息
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7308_English.wav,NEAT,MAY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7309_English.wav,,奇 危 机 的 问 题
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7310_English.wav,UH OH,嗯 哦
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7311_English.wav,,没 记 对
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7312_English.wav,CÓMO SIGUEN USTEDES,曾 经 过 DAY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7313_English.wav,THANK YOU,出 现
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7314_English.wav,OJALÁ Y SE ALICEN A MÍ,我 还 有 一 个 语 态 还 没 有 才 能
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7315_English.wav,WHATS THE LATEST,POPULAR
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7316_English.wav,UN SALUDO PARA MI VISJANA,你 说 的 吗 你 为 什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7317_English.wav,WHATS THE NAME,CERTAINLY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7318_English.wav,OH PLEASE PLEASE,啊 拼 音 DREAM
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7319_English.wav,OKAY TAKE THIS AND SHOW THE TIP,OKAY
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7320_English.wav,IT DOESNT MATTER,嗯 对 下 一 个
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7321_English.wav,PEE UMBRELLA IM GETTING A PEE UMBRELLA,P UMBRELLA MUNGRELA
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7322_English.wav,OKAY SO MAYBE ALSO PLAY UMBRELLA,我 可 以 说 REVIEW 是 拼 一 下 UMBRELL
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7324_English.wav,YES,YES
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7325_English.wav,ALL THAT SHIT,哦 呀 行
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7326_English.wav,BUT THAT IS JUST SMALL,BUT IT IS TOO SMALL
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7327_English.wav,MOM,什 么
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7328_English.wav,IS STILL VERY STRONG,HE STUDENT START
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7329_English.wav,,我 们 拜 拜
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7331_English.wav,SEE WHAT I COULD HAVE DONE,希 望 你 可 以 的 问 题
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7334_English.wav,MATERIAL,成 立
TTS_P11893TT_VCST_ECxxx_02_AO_58127766_v001_R004_CRR_MERLIon-CCS_segment_7335_English.wav,,哦 哟
